what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1368629142304
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1368629142304
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1368629142304
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1368629142304
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1368629142304
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1368629142304
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1368629142304
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1368629142305
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1368629142305
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1368629142305
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1368629142305
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1368629142305
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1368629142305
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1368629142305
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1368629142305
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1368629142305
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1368629142305
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1368629142305
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1368629142305
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1368629142305
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1368629142305
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1368629142305
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1368629142305
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1368629142305
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1368629142305
started,bundle,org.eclipse.mylyn.bugzilla.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.bugzilla.core",1368629142305
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.bugzilla.ui",1368629142305
started,bundle,org.eclipse.mylyn.commons.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.core",1368629142305
started,bundle,org.eclipse.mylyn.commons.net,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.net",1368629142305
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.core",1368629142305
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.0.2.v20120916-1200,"org.eclipse.mylyn.commons.notifications.feed",1368629142305
started,bundle,org.eclipse.mylyn.commons.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.ui",1368629142305
started,bundle,org.eclipse.mylyn.commons.workbench,3.8.2.v20120916-1200,"org.eclipse.mylyn.commons.workbench",1368629142305
started,bundle,org.eclipse.mylyn.context.core,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.core",1368629142305
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.tasks.ui",1368629142305
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.monitor.ui",1368629142305
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.tasks.ui",1368629142305
started,bundle,org.eclipse.mylyn.team.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.team.ui",1368629142305
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1368629142305
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1368629142305
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1368629142305
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1368629142305
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1368629142305
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1368629142305
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1368629142305
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1368629142305
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1368629142305
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1368629142305
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1368629142305
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1368629142305
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1368629142305
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1368629142305
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1368629142305
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1368629142305
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1368629142305
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1368629142305
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1368629142305
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1368629142305
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1368629142305
started,bundle,pl.edu.agh.cast.conf.working.sets,0.2.1.201207260928,"pl.edu.agh.cast.conf.working.sets",1368629142305
started,bundle,org.eclipse.contribution.weaving.jdt,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.contribution.weaving.jdt",1368629142305
started,bundle,org.eclipse.equinox.weaving.aspectj,1.0.100.I20120427-0800,"org.eclipse.equinox.weaving.aspectj",1368629142305
started,bundle,org.eclipse.equinox.weaving.caching,1.0.100.I20120427-0800,"org.eclipse.equinox.weaving.caching",1368629142305
started,bundle,org.eclipse.equinox.weaving.caching.j9,1.0.100.I20120427-0800,"org.eclipse.equinox.weaving.caching.j9",1368629142305
started,bundle,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.adt",1368629142305
started,bundle,com.android.ide.eclipse.base,21.1.0.v201302060044-569685,"com.android.ide.eclipse.base",1368629142305
started,bundle,com.android.ide.eclipse.ddms,21.1.0.v201302060044-569685,"com.android.ide.eclipse.ddms",1368629142305
started,bundle,com.collabnet.subversion.merge,3.0.13,"com.collabnet.subversion.merge",1368629142305
started,bundle,org.tigris.subversion.clientadapter,1.8.4,"org.tigris.subversion.clientadapter",1368629142305
started,bundle,org.tigris.subversion.subclipse.core,1.8.20,"org.tigris.subversion.subclipse.core",1368629142305
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1368629142305
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1368629142305
started,bundle,org.tigris.subversion.subclipse.ui,1.8.20,"org.tigris.subversion.subclipse.ui",1368629142305
started,bundle,de.tukl.cs.softech.agilereview,0.8.3,"de.tukl.cs.softech.agilereview",1368629142305
os,sysinfo,,,"win32",1368629142308
arch,sysinfo,,,"x86",1368629142308
ws,sysinfo,,,"win32",1368629142308
locale,sysinfo,,,"en_CA",1368629142308
processors,sysinfo,,,"1",1368629142308
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1368629142308
java.runtime.version,sysinfo,,,"1.7.0_11-b21",1368629142308
java.specification.name,sysinfo,,,"Java Platform API Specification",1368629142308
java.specification.vendor,sysinfo,,,"Oracle Corporation",1368629142308
java.specification.version,sysinfo,,,"1.7",1368629142308
java.vendor,sysinfo,,,"Oracle Corporation",1368629142308
java.version,sysinfo,,,"1.7.0_11",1368629142308
java.vm.info,sysinfo,,,"mixed mode",1368629142308
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1368629142308
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1368629142308
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1368629142308
java.vm.specification.version,sysinfo,,,"1.7",1368629142308
java.vm.vendor,sysinfo,,,"Oracle Corporation",1368629142309
java.vm.version,sysinfo,,,"23.6-b04",1368629142309
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1368629142469
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1368629142778
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1368629142846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629142991
started,bundle,com.android.ide.eclipse.traceview,21.1.0.v201302060044-569685,"com.android.ide.eclipse.traceview",1368629147182
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.forwardHistory",1368629330426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629331973
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1368629333711
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1368629333748
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1368629334278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629338206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629338304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629339503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629381247
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1368629382940
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1368629384685
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1368629384688
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1368629384715
started,bundle,org.eclipse.pde,3.7.2.v201202080800,"org.eclipse.pde",1368629385118
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1368629385285
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1368629385285
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110815-1438,"org.eclipse.equinox.frameworkadmin.equinox",1368629392592
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1368629392622
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1368629395607
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1368629395622
opened,view,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.PluginsView",1368629396504
activated,view,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.PluginsView",1368629396539
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1368629396618
activated,view,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.PluginsView",1368629399770
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1368629402529
started,bundle,com.tetrade.eclipse.plugins.easyshell,1.4.0.1,"com.tetrade.eclipse.plugins.easyshell",1368629412312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629418724
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629452130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629458887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629465958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629466792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629467607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629481254
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.forwardHistory",1368629491552
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.forwardHistory",1368629496467
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.forwardHistory",1368629502442
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.forwardHistory",1368629509528
started,bundle,org.aspectj.ajde,1.7.0.20120703164200,"org.aspectj.ajde",1368629521186
started,bundle,org.eclipse.ajdt.core,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.core",1368629521224
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1368629521464
started,bundle,org.tigris.subversion.clientadapter.javahl,1.7.9.1,"org.tigris.subversion.clientadapter.javahl",1368629522004
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.7.9.1,"org.tigris.subversion.clientadapter.svnkit",1368629522076
started,bundle,org.eclipse.jgit,2.3.1.201302201838-r,"org.eclipse.jgit",1368629522604
started,bundle,org.eclipse.egit.core,2.3.1.201302201838-r,"org.eclipse.egit.core",1368629522605
started,bundle,org.eclipse.egit.ui,2.3.1.201302201838-r,"org.eclipse.egit.ui",1368629522605
started,bundle,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.ui",1368629525773
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1368629526034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629528131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1368629528147
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1368629528249
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1368629530603
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1368629534599
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1368629534607
started,bundle,org.eclipse.contribution.xref.core,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.contribution.xref.core",1368629542314
started,bundle,org.eclipse.contribution.xref.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.contribution.xref.ui",1368629542383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629546025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629552396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629552588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629554717
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1368629559320
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1368629560921
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1368629561901
opened,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629563379
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629565516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629565572
opened,view,org.eclipse.contribution.xref.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.contribution.xref.ui.views.XReferenceView",1368629584858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629584904
activated,view,org.eclipse.contribution.xref.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.contribution.xref.ui.views.XReferenceView",1368629584926
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629586935
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1368629592461
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1368629642077
opened,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629643072
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629643219
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629646095
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629647077
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629650843
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629653304
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629654182
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629655046
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629656343
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629659355
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629662977
activated,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629663908
closed,editor,org.eclipse.ajdt.ui,2.2.0.e37x-RELEASE-20120704-0900,"org.eclipse.ajdt.internal.ui.editor.CompilationUnitEditor",1368629665132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629713316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629756498
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1368629758837
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368629774768
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1368629775113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629811651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629813687
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1368629813957
stopped,bundle,org.eclipse.xtext.purexbase.ui,2.0.1.v201108020636,"org.eclipse.xtext.purexbase.ui",1368629815872
activated,perspective,org.eclipse.pde.ui,,"org.eclipse.pde.ui.PDEPerspective",1368779554395
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1368779554398
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1368779554398
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1368779554398
started,bundle,de.loskutov.anyedit.AnyEditTools,2.4.3.201211022220,"de.loskutov.anyedit.AnyEditTools",1368779554398
started,bundle,net.sf.eclipsecs.core,5.6.0.201209221626,"net.sf.eclipsecs.core",1368779554398
started,bundle,net.sf.eclipsecs.ui,5.6.0.201209221626,"net.sf.eclipsecs.ui",1368779554398
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1368779554398
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1368779554398
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1368779554398
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1368779554398
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1368779554398
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1368779554398
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1368779554398
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1368779554398
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1368779554398
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1368779554398
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1368779554398
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1368779554398
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1368779554398
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1368779554398
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1368779554398
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1368779554398
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1368779554398
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1368779554398
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1368779554398
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1368779554398
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1368779554398
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1368779554398
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1368779554398
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1368779554398
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1368779554398
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1368779554398
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1368779554400
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1368779554400
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1368779554400
